map_version_id,download_url,download_link_name,description,geometry,year
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=W80,JRC_GFC2020_V1_N80_W80.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, W80","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-70,70],[-70,80],[-80,80],[-80,70],[-70,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=W70,JRC_GFC2020_V1_N80_W70.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, W70","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-60,70],[-60,80],[-70,80],[-70,70],[-60,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=W60,JRC_GFC2020_V1_N80_W60.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, W60","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-50,70],[-50,80],[-60,80],[-60,70],[-50,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=W50,JRC_GFC2020_V1_N80_W50.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, W50","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-40,70],[-40,80],[-50,80],[-50,70],[-40,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=W40,JRC_GFC2020_V1_N80_W40.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, W40","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-30,70],[-30,80],[-40,80],[-40,70],[-30,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=W30,JRC_GFC2020_V1_N80_W30.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, W30","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-20,70],[-20,80],[-30,80],[-30,70],[-20,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=W20,JRC_GFC2020_V1_N80_W20.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, W20","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-10,70],[-10,80],[-20,80],[-20,70],[-10,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=W10,JRC_GFC2020_V1_N80_W10.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, W10","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[0,70],[0,80],[-10,80],[-10,70],[0,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E10,JRC_GFC2020_V1_N80_E10.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E10","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[20,70],[20,80],[10,80],[10,70],[20,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E20,JRC_GFC2020_V1_N80_E20.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E20","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[30,70],[30,80],[20,80],[20,70],[30,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E30,JRC_GFC2020_V1_N80_E30.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E30","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[40,70],[40,80],[30,80],[30,70],[40,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E40,JRC_GFC2020_V1_N80_E40.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E40","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[50,70],[50,80],[40,80],[40,70],[50,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E50,JRC_GFC2020_V1_N80_E50.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E50","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[60,70],[60,80],[50,80],[50,70],[60,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E60,JRC_GFC2020_V1_N80_E60.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E60","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[70,70],[70,80],[60,80],[60,70],[70,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E70,JRC_GFC2020_V1_N80_E70.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E70","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[80,70],[80,80],[70,80],[70,70],[80,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E80,JRC_GFC2020_V1_N80_E80.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E80","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[90,70],[90,80],[80,80],[80,70],[90,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E90,JRC_GFC2020_V1_N80_E90.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E90","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[100,70],[100,80],[90,80],[90,70],[100,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E100,JRC_GFC2020_V1_N80_E100.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E100","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[110,70],[110,80],[100,80],[100,70],[110,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E110,JRC_GFC2020_V1_N80_E110.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E110","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[120,70],[120,80],[110,80],[110,70],[120,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E120,JRC_GFC2020_V1_N80_E120.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E120","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[130,70],[130,80],[120,80],[120,70],[130,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E130,JRC_GFC2020_V1_N80_E130.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E130","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[140,70],[140,80],[130,80],[130,70],[140,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E140,JRC_GFC2020_V1_N80_E140.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E140","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[150,70],[150,80],[140,80],[140,70],[150,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E150,JRC_GFC2020_V1_N80_E150.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E150","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[160,70],[160,80],[150,80],[150,70],[160,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E160,JRC_GFC2020_V1_N80_E160.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E160","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[170,70],[170,80],[160,80],[160,70],[170,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N80&lon=E170,JRC_GFC2020_V1_N80_E170.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N80, E170","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[180,70],[180,80],[170,80],[170,70],[180,70]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W180,JRC_GFC2020_V1_N70_W180.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W180","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-170,60],[-170,70],[-180,70],[-180,60],[-170,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W170,JRC_GFC2020_V1_N70_W170.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W170","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-160,60],[-160,70],[-170,70],[-170,60],[-160,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W160,JRC_GFC2020_V1_N70_W160.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W160","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-150,60],[-150,70],[-160,70],[-160,60],[-150,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W150,JRC_GFC2020_V1_N70_W150.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W150","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-140,60],[-140,70],[-150,70],[-150,60],[-140,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W140,JRC_GFC2020_V1_N70_W140.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W140","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-130,60],[-130,70],[-140,70],[-140,60],[-130,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W130,JRC_GFC2020_V1_N70_W130.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W130","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-120,60],[-120,70],[-130,70],[-130,60],[-120,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W120,JRC_GFC2020_V1_N70_W120.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W120","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-110,60],[-110,70],[-120,70],[-120,60],[-110,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W110,JRC_GFC2020_V1_N70_W110.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W110","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-100,60],[-100,70],[-110,70],[-110,60],[-100,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W100,JRC_GFC2020_V1_N70_W100.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W100","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-90,60],[-90,70],[-100,70],[-100,60],[-90,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W90,JRC_GFC2020_V1_N70_W90.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W90","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-80,60],[-80,70],[-90,70],[-90,60],[-80,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W80,JRC_GFC2020_V1_N70_W80.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W80","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-70,60],[-70,70],[-80,70],[-80,60],[-70,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W70,JRC_GFC2020_V1_N70_W70.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W70","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-60,60],[-60,70],[-70,70],[-70,60],[-60,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W60,JRC_GFC2020_V1_N70_W60.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W60","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-50,60],[-50,70],[-60,70],[-60,60],[-50,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W50,JRC_GFC2020_V1_N70_W50.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W50","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-40,60],[-40,70],[-50,70],[-50,60],[-40,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W40,JRC_GFC2020_V1_N70_W40.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W40","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-30,60],[-30,70],[-40,70],[-40,60],[-30,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W30,JRC_GFC2020_V1_N70_W30.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W30","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-20,60],[-20,70],[-30,70],[-30,60],[-20,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W20,JRC_GFC2020_V1_N70_W20.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W20","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-10,60],[-10,70],[-20,70],[-20,60],[-10,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=W10,JRC_GFC2020_V1_N70_W10.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, W10","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[0,60],[0,70],[-10,70],[-10,60],[0,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=E0,JRC_GFC2020_V1_N70_E0.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, E0","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[10,60],[10,70],[0,70],[0,60],[10,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
9,https://ies-ows.jrc.ec.europa.eu/iforce/gfc2020/download.py?type=tile&lat=N70&lon=E10,JRC_GFC2020_V1_N70_E10.tif,"The global forest cover map of 2020 in version 1 for (lat, lon) = N70, E10","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[20,60],[20,70],[10,70],[10,60],[20,60]]]},""properties"":{}}],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","[2020]"
